id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
q5zxn6_c5p,,0.4722483345649202,0.0,,0.7294743
q5zxn6_cdc,,0.35865044321678546,0.0,,0.6537775
q5zxn6_pc,,0.35412982230072904,0.0,,0.6981865
q61091_n6w,,2.6029807509183502,0.0,,0.5972903
q6mht0_tau,,0.6717243059832169,1.0,,0.64329195
q6pl18_bqq,,0.3523673685980204,1.0,,0.8216183
q6pl18_rhv,,0.39259763905342254,1.0,,0.7535621
q8wts6_sah,,3.7828738752916617,1.0,,0.7661567
q8wts6_sam,,3.876003955842423,1.0,,0.7648575
q8wts6_sfg,,3.785905632546099,1.0,,0.7779025
q96ri1_33y,,0.8619062827565952,1.0,,0.69911146
q96ri1_635,,2.8247733646798525,1.0,,0.6177834
q96ri1_xx9,,2.5055594421654783,0.0,,0.64217925
q96sb4_3ul,,3.5853486244764188,1.0,,0.65691245
q96sb4_emh,,3.613019012366681,1.0,,0.6575056
q96sb4_ixq,,3.531344988563405,1.0,,0.677237
q980a5_5gp,,6.21298434659807,1.0,,0.7661554
q980a5_gcp,2.635568857192993,6.1250448556806365,1.0,0.4024973511695862,0.54887974
q99816_4n1,,0.5332721044123996,1.0,,0.61523944
q9brq0_94w,5.2808837890625,2.23853199327983,1.0,0.43493151664733887,0.53486943
q9h7b4_sah,,3.5488195305981236,1.0,,0.7453977
q9h7b4_sam,,3.5482783416162267,1.0,,0.7388152
q9h7b4_sfg,,3.53352179256689,1.0,,0.75281066
q9hkt1_amp,,2.0395941612415642,1.0,,0.66141945
q9hkt1_lpa,,1.4151406719528872,1.0,,0.65986997
q9hvi1_c2e,,3.409011743431985,1.0,,0.40384758
q9n6s8_jv1,,0.6729816710611668,0.0,,0.6960987
q9nr48_sam,,0.9997099487265043,0.0,,0.70248234
q9nrg4_sah,8.05516242980957,0.6060800340293374,1.0,0.24246230721473694,0.7393045
q9nrg4_sam,,0.8921562093232346,1.0,,0.7342227
q9nzq7_6gz,,0.2628183264559361,0.9701199620150804,,0.57163244
q9nzq7_hou,,0.4214289981835593,0.9673902695449457,,0.56461763
q9nzq7_kw7,,0.8619741248887371,0.948332736758037,,0.6449998
q9p289_59t,,3.6980028761158565,0.0,,0.6873263
q9qzl0_1fn,,3.1374897538431554,0.9813886622823137,,0.6939276
q9ubp6_sah,,3.598148364400404,1.0,,0.7771378
q9ubp6_sam,,3.5594646033264383,1.0,,0.7798108
