id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
b6ywb8_dtp,1.1696205139160156,8.275599402320834,1.0,0.7910022735595703,0.9486203000446978
d9j2t9_mgp,3.1101555824279785,0.21337371740495298,1.0,0.6457499861717224,0.9214186669962359
o14936_v5w,0.3134217858314514,17.117390578417247,1.0,0.9837533235549927,0.937571962259741
o14936_v6b,6.376677370904974,17.13000676210063,1.0,,0.9219447222855139
o14965_ljf,0.4943265914916992,5.060181948856374,1.0,0.7675890922546387,1.0752512519878945
o14965_nrm,13.353040149940155,4.904178735635839,1.0,,1.0801882090620365
o15530_3q4,15.177905854760015,4.552029113943318,1.0,,1.009273333276181
o15530_mp7,0.63104647397995,3.5660015905398454,1.0,0.7694600224494934,1.0150810245204394
o60885_5j5,4.707696437835693,3.8341052211527193,1.0,0.4299761652946472,0.913430844946217
o75530_nds,0.8128994107246399,2.9611386162923257,1.0,0.8949044346809387,1.0018170498389471
p00044_80m,16.120478964699938,2.8611157493945774,1.0,,0.5975789063275103
p00044_evb,2.460402259068238,4.77923554564346,1.0,,0.6772537585109583
p00183_cam,5.394437241407817,3.4253389321685193,1.0,,0.9160783052308467
p00533_8jc,0.952649712562561,4.503823701507436,1.0,0.8616188168525696,0.9105746233325074
p00698_pdc,14.872764587402344,1.0914184366051904,1.0,0.009234828874468803,0.7720891059723805
p00760_bet,4.662196159362793,1.8192841382532128,1.0,0.3499999940395355,0.737982817320318
p00772_217,2.9796552658081055,3.371155980583879,1.0,0.7087458968162537,0.868484623450404
p01112_92v,4.315483200360862,1.6001097575734435,1.0,,0.6698992615996229
p01112_rsf,4.489364330825555,1.927420967902309,1.0,,0.8898959513899808
p01116_7nl,0.9929387064981515,3.4607763368385576,1.0,,0.9693719576400106
p02699_bgl,2.255692986409784,3.623885292050338,0.0,,0.8556317614183947
p02699_htg,18.02655792236328,2.854329723838376,0.0,0.035185184329748154,0.8869575028000586
p02753_rtl,5.007004886964731,12.597910008315944,1.0,,1.015488076957292
p02768_imn,19.64751625061035,3.0105063131201732,1.0,0.0003528581582941115,0.7579143071385362
p02829_rda,2.4631577448436683,3.9807447275248613,0.0,,0.9265435422872583
p03007_tmp,0.6312438249588013,0.07962709131726889,1.0,0.9194139242172241,1.0111356552259
p03366_f95,16.27548599243164,2.205744832732105,1.0,0.0,0.29154838146624307
p04150_hj4,1.0339921712875366,2.7982113849663386,1.0,0.7250778675079346,1.1543040250077523
p04585_p1y,19.436038970947266,1.5212980860528191,1.0,0.0,0.2875222874034534
p04637_p74,17.054800033569336,4.716200939654969,1.0,0.04829268157482147,0.7224663692042705
p04637_r50,10.015217919398411,3.9310976174126417,1.0,,0.6962881478010312
p05121_tb7,1.0243117809295654,4.784294857682437,0.0,0.734337329864502,0.908029376905132
p05230_gtq,0.9066165685653687,1.5745230004740103,1.0,0.8875501751899719,0.8556063301446228
p06129_mtn,14.077713012695312,3.9459301844597636,1.0,0.01785714365541935,0.8234558905891708
p06401_30x,9.818158354396402,3.413011436227316,0.0,,1.1834230859887
p07260_m7g,4.0356480779447335,1.7240648837747299,1.0,,0.9236345676244089
p07900_73j,0.39638686180114746,4.472096599008456,1.0,0.9708715677261353,0.9715345489085309
p07900_h64,1.2492951154708862,1.9189119252767608,1.0,0.9219771027565002,0.97724339959184
p08069_bmi,1.3610438108444214,4.316683922341047,1.0,0.8127198219299316,0.933620868350509
p08235_e6r,3.1456403732299805,2.969986662790657,0.0,0.4648178815841675,1.0833613222324376
p09391_bng,9.043898942098517,5.553579223793574,1.0,,0.8297480195396032
p09874_cnq,0.47642597556114197,2.717182105475772,0.0,0.9280238747596741,0.9722229641337666
p0a6a8_pm5,0.6532599329948425,3.3652333169768642,1.0,0.9399280548095703,0.8649345419304881
p0a776_ctp,1.9518433683514387,4.724301149315338,1.0,,0.9710505543862219
p0acc1_sah,0.7907928228378296,0.4028414259036239,1.0,0.826718270778656,0.8952947142592462
p0ad64_ma4,0.4567274749279022,3.8274650039211395,1.0,0.9817262887954712,0.9636540602428332
p10275_056,19.64449119567871,1.4691658110564867,1.0,0.0002604166802484542,1.0705851325206386
p10275_dht,0.1868353635072708,3.785142834367818,1.0,0.9706840515136719,1.177146558741855
p10599_com,5.809420585632324,4.047569113944815,1.0,0.3243727684020996,0.7908731955085377
p11142_bet,3.4988863468170166,2.5630638180437075,1.0,0.46658098697662354,0.7191410613318312
p11233_nls,3.144264037386037,0.9594619618255656,1.0,,0.6846579127354403
p11838_4ay,14.089702606201172,4.004733306938766,1.0,0.04469696804881096,0.7890177938487661
p12369_cmp,0.15914563834667206,3.5450657053557397,1.0,0.9765744805335999,1.01128464771624
p13423_2hf,16.4380608098245,3.911822792830624,1.0,,0.8332528273000406
p15319_xc2,3.405754804611206,2.606721724952137,0.0,0.5711722373962402,0.8503047249656104
p15879_nad,0.30763760209083557,11.497173499810522,1.0,0.9262718558311462,1.0246831468478375
p18031_ize,1.1114264726638794,1.7951030072326324,1.0,0.7105756998062134,1.0495245389406256
p18031_lzq,4.8047418203880605,0.18415580132460588,1.0,,0.9505231630300328
p19120_7ue,3.333753426667467,0.29766320256998396,1.0,,0.9144037848688523
p19793_cps,17.39969612070142,3.9774468354797547,0.0,,0.7616327220601831
p20701_2o7,1.2213045358657837,4.957677700154416,1.0,0.7567064166069031,0.9305931798525385
p23458_mi1,0.31064358353614807,2.897933198811528,1.0,0.9799859523773193,0.9423309517092857
p24941_kcx,4.982431650288024,2.529007674804382,1.0,,0.7416582855730159
p24941_lq5,5.611583988145235,2.739748680163746,1.0,,0.8411879372358648
p25103_gaw,9.146603674028412,0.6679514758717028,1.0,,1.0013931842079566
p26043_i3p,9.254535675048828,3.6784785037280106,1.0,0.12576687335968018,0.7427670671552046
p27694_1ej,3.1992429647456793,5.055421856826017,1.0,,0.8631779894551619
p28482_hrz,2.8484504010226472,6.178721956972695,1.0,,0.9097892179222243
p31021_gsp,0.15854088962078094,6.167017081965033,1.0,0.9780163764953613,1.0142515692377772
p31749_iqo,0.5910549759864807,6.898921531633809,1.0,0.8673160076141357,0.985228187904463
p35439_dk1,0.20365458726882935,4.0702444384249,1.0,0.9630390405654907,0.952313622762633
p35557_aji,4.430530772068764,4.09491436045404,1.0,,0.9560254362974318
p35557_g2t,0.6284492015838623,2.9338357711909517,1.0,0.9170433878898621,0.9436609368873815
p37231_imn,6.8962273597717285,3.5967346638001287,1.0,0.3989808261394501,0.8706722135630024
p37231_sp3,0.44338029623031616,3.1364679648631233,0.0,0.9209905862808228,1.0193869964446602
p38340_sah,0.946222863286004,5.403407541747544,1.0,,0.9730663915627735
p42336_1lt,0.8326295614242554,4.3025309971936485,1.0,0.796798050403595,0.9696976892703295
p42568_7iy,0.3928311765193939,0.1542467803975773,1.0,0.9283369779586792,1.1599278648375018
p43220_uk4,4.297095775604248,3.3808798181360187,1.0,0.18401014804840088,0.6369884816453871
p45983_cfk,3.3588569292854644,9.343165271391072,1.0,,0.9803254742709004
p47811_7zc,10.23429738735679,3.91948933815528,1.0,,0.7049537417037256
p47811_sqp,11.659635150392074,4.028319753392104,1.0,,0.7512585786415276
p48061_3gg,0.9509937167167664,1.2911274879449859,0.0,0.7831565141677856,0.9271245339203695
p50616_549,1.9054238899034532,3.497260734215075,1.0,,0.899281378693051
p51449_4y6,6.890109081954877,3.876462099147885,1.0,,0.7273386485372647
p51449_79u,11.069210052490234,4.7553058946615545,1.0,0.06758242100477219,0.8487565438372661
p53355_kmp,1.4432720605656255,0.3403797989834664,1.0,,0.8216948562136709
